"","full_text","display_text_range","retweet_count","favorite_count","lang","followers_count","friends_count","url","description","verified"
"4869","#ClimateStrike #ExtinctionRebellion  #ClimateCrisis   #ClimateAction #GlobalWarming  #FridaysForFuture #ClimateChange #Greenwashing   #Renewables            

You've been fooled by Greta Thunberg: https://t.co/RKObgadRAy",196,3,1,"en",1094,19,NA,"Protect 100x100% of Nature starting from Humans.
If BillionairesForFuture will decide to block me 2, you can find me at: https://t.co/sbNa2JG2dP
#CorrectClimateSolutions",FALSE
"4870","RT @HumanExploring: ""It's time to release large parts of the #planet from our devastating impacts, reverse its dysbiosis, restore its livin…",140,74,0,"en",1560,4997,NA,"Curiosity killed the cat. But so far I'm still alive, my curiosity keeps me going. La curiosité a tué le chat!  Ma curiosité me maintient vivant, en mouvement.",FALSE
"4871","Would you rather live in Middle Earth?
Be Frodo and save our planet?
#middleearth #tolkien #hobbits #sustainability #lotr #climatechange
https://t.co/MfmXEZCtZ7 
by @stevebivans https://t.co/xEthQj02Ek",177,0,0,"en",7327,5095,"https://t.co/JI3H9PgvUk","We promote your books FREE on Social Media. We help readers find interesting and new books. To get started, submit your books at https://t.co/HvkHCX2LMj",FALSE
"4872","RT @JamiiForums: TMA: HAKUNA MADHARA YA KIMBUNGA FREDDY KWA SASA

Mamlaka ya Hali ya Hewa Tanzania (TMA) imesema Kimbunga Freddy bado kipo…",139,4,0,"in",214,667,NA,"U have to study the consequences B4 making decisions",FALSE
"4873","RT @dev_dispatch: 📅 Events Calendar: Here’s what’s happening in the #AfCFTA &amp; #ClimateChange world this week:

Event🔗

@sfliberty:https://t…",144,4,0,"en",1236,899,NA,"ZIAI registered PYA/006/0322 @zimyouthcouncil Advocates 4 #Youth & #Women inclusion and participation in #AfCFTA. #SMSEs #trade @AfCFTA #Agenda2063 #vision2030",FALSE
"4874","RT @RisingTreeF: Through this collaboration, both organizations aim to create a better future for all. #climatechange  #Jharkhand_CAN #Swit…",140,1,0,"en",717,354,NA,"Social Entrepreneur|| President @ Rising Treell State President @World Human Rights Commission Delhi||
Ex Banker (London)UK.",FALSE
"4875","A recent study has revealed that 80% of the top 50 states most vulnerable to the impact of #climatechange are situated in China, the United States, and India. https://t.co/RKa66M7yJL",158,0,0,"en",65,278,NA,"Latest news from all over the country brought to by India’s favourite digital news destination",FALSE
"4876","چین اور ریاستہائے متحدہ امریکہ کے بڑے صنعتی اور اقتصادی مراکز موسمیاتی تبدیلیوں کا شکار ہونے کا خدشہ ظاہر کیا گیا ہے۔ یہ ممالک موسمی انتہا کی بڑھتی ہوئی تباہ کن حالت کے لیے دنیا کے سب سے زیادہ خطرے سے دوچار خطوں میں شامل ہیں۔
#ClimateChange #china #America
https://t.co/qBB1MRhe1Q",280,0,0,"ur",15094,74,"https://t.co/y3PW030j2m","News18 Urdu, Network18 Group caters to News & information to  the Urdu viewers. Network18 Group is presently the largest Television  Network in India.",TRUE
"4877","RT @LSECities: 🦺The Emergency Governance Initiative equips local and regional governments with crisis response information, systems, expert…",140,1,0,"en",10302,3674,"https://t.co/AZI0kbjCjY","Profe ciència política UAB/IGOP, director IERMB. Ciutats i municipalisme; polítiques socials i innovació democràtica.
(https://t.co/HjuKVJmGPa)",FALSE
"4878","RT @HumanExploring: ""It's time to release large parts of the #planet from our devastating impacts, reverse its dysbiosis, restore its livin…",140,74,0,"en",778,921,NA,"",FALSE
"4879","RT @OrganicLiveFood: We do not inherit the #earth from our ancestors, we borrow it from our #children: https://t.co/14RXI6N8Fm #GlobalWarmi…",140,15,0,"en",985,5001,NA,"One Life-one magical purpose. sustainability, startup, Ideas, Innovation, Trees, Technology, organic, spiritual, Farming, filmmaking, content, Travel, wellness",FALSE
"4880","RT @HumanExploring: ""It's time to release large parts of the #planet from our devastating impacts, reverse its dysbiosis, restore its livin…",140,74,0,"en",2168,4734,"https://t.co/waLGFbd7FI","Ecosocialism/ feminism/ functional-contextualism/ humanism/ home brewing
Good beer, good coffee, good conversation, good politics
@Oracleoftruth@mastodon.social",FALSE
"4881","#Climat · Savez-vous ce qui émet un peu ou beaucoup de CO2 ? ▶️ https://t.co/Ljz94aOJwF Parce que c'est toujours bien d'avoir des repères ! #ClimateChange #SobrieteEnergetique via @lemondefr",190,0,0,"fr",910,988,"https://t.co/plbbfRJ0Dk","Responsable #communication @_LeDome, responsable éditorial @EchoSciNdie, Coordinateur régional @FeteScience et @NotionHQ addict ! #CM #Medias #SocialMedia",FALSE
"4882","Another Win for Renewables.

#svenvanzanten #solar #renewables #climatechange #sustainability #Environment #Energy #CleanEnergy #electricity #solarenergy #SolarPower #energietransitie #zonnepanelen #klimaat #Nederland https://t.co/L8DZs9fG43",217,0,1,"en",1054,1131,"https://t.co/atjXpYNOaz","Welcome to the twitterpage of Sven van Zanten. Sharing knowledge about future proof energy solutions, fighting climate change using technologic innovation.",FALSE
"4883","RT @MikeHudema: Tiny urban forests can help #rewild urban settings and help fight #climatechange. The brainchild of the Japanese botanist M…",140,337,0,"en",12053,2769,"https://t.co/wNywCNP4sD","N4C is an initiative that aims to increase action on natural climate solutions in support of the 2015 Paris climate agreement. #NatureNow #NaturePositive",FALSE
"4884","#cc #climatechange RT @UNEP: This week’s Spanish International Renewable Energy Conference is part of important efforts with and partners to cal… https://t.co/NIpVUQtW71",169,0,0,"en",200,449,NA,"A Toronto-based environmental scientist, educator and local economy enthuiast with a deep concern for the continued viability of a biologically diverse planet.",FALSE
"4885","Why doesn't she just blame #climatechange or #WhiteSupremacists?  I mean, it can't be the pokey-poke or the jabby jab.  Right?

She should sue EVERYONE! https://t.co/nDcCyeOEOq",152,0,0,"en",66,32,NA,"I won't be missed",FALSE
"4886","walk the other way https://t.co/uG0cqpdmNy #love #bff #goodmusic #musiclife #musicmake #newmusic #musicvideo #NowPlaying  #SunakOut #ClimateChange",146,0,0,"en",7733,1393,NA,"#ClimateChange #freemusic #acousticmusic #NowPlaying #followback #ClimateAction #GTTO #ToriesOut",FALSE
"4887","RT @mcascarano: 📢📢 @UniTrento  and @bancaditalia are co-organizing an academic workshop on the #economics of #climatechange on March 1st! J…",140,9,0,"en",290,445,"https://t.co/YvBcPhH58d","Economist at @bancaditalia, @EuropeanUni Econ PhD, married with a wounderful woman and father of three amazing kids!",FALSE
"4888","#China is home to 16 of the 20 global regions most vulnerable to #ClimateChange, according to data published on Monday. https://t.co/SYEPGICvf0",143,0,0,"en",103690,135,"https://t.co/pSffmjF981","Bengaluru & Karnataka's leading news daily for over 74 years. Authentic, definitive, and fresh: like your morning filter coffee. Got a story? Tweet or DM us.",TRUE
"4889","What is the importance of bringing #climatechange into medical curriculum, a wide ranging explainer by @Madhusree24 of @TheQuint on this. Thanks Madhusree for the conversation. This is an important subject of our times in #healthcare 
https://t.co/Ijltduiadq",258,0,0,"en",1742,2623,"https://t.co/NLpu7P7wsY","Healthcare Administrator @HospitalsApollo | Trustee - RS Foundation @TheRSF2020 | Health Policy & Sustainability | Eisenhower Fellow 2022 @EF_Fellows",FALSE
"4890","RT @HumanExploring: ""It's time to release large parts of the #planet from our devastating impacts, reverse its dysbiosis, restore its livin…",140,74,0,"en",2389,748,NA,"",FALSE
"4891","RT @HumanExploring: ""It's time to release large parts of the #planet from our devastating impacts, reverse its dysbiosis, restore its livin…",140,74,0,"en",32,63,NA,"",FALSE
"4892","RT @HumanExploring: ""It's time to release large parts of the #planet from our devastating impacts, reverse its dysbiosis, restore its livin…",140,74,0,"en",1046,1235,NA,"Compassion to ALL sentient beings. Vegan🌱🇺🇦💜🤷🏿‍♂🐳🌍",FALSE
"4893","RT @HelgaSchmid_SG: Great to meet Mongolian FM @BattsetsegBatm2 this morning - the only female Foreign minister in the region.

Equal repre…",140,15,0,"en",648,1734,NA,"",FALSE
"4894","RT @ZvikoDM: We want to help more journalists and interested parties to be able to use the visualization tools available on the @DEarthAfri…",140,1,0,"en",4380,4535,NA,"A friendly bot from the GIS community! Check my TL for an interesting #gischat convo. and related GIS kinds of stuff! Developers: @jeafreezy & @adiguntoba",FALSE
"4895","We want to help more journalists and interested parties to be able to use the visualization tools available on the @DEarthAfrica platform to report on climate change? Anyone who is interested in training please get in touch! #gischat #ClimateAction #climatechange",263,1,5,"en",462,554,NA,"Head of Ops at @DEarthAfrica with interests in Earth Observations, entrepreneurship, football, current affairs, and politics...",FALSE
"4896","RT @lifthumanity1: There's no steady power supply, there's water scarcity, food shortage and our health is challenged. This is why I'll #Vo…",140,6,0,"en",709,1955,"https://t.co/qo1QulpX0O","Climate Policy and Development Expert | Country Project Lead @PACJA1 and Co-founder @lifthumanity1 | Climate Justice Campaigner & SDGs Champion",FALSE
"4897","RT @afiasalam: Need to make a clear distinction between #ClimateJustice &amp; #EnvironmentalJustice lest we let those who are responsible for t…",144,5,0,"en",3730,1034,NA,"Former Information Commissioner, Punjab. IDS, QAU & GC Alumnus. #CPDI, #Human Rights, #Development, #Governance. Retweets not endorsements.",FALSE
"4898","RT @HavaClimate: New Climate News: 

Threatened sharks making their way into fish and chips sold in Australia, study warns

#climatecrisis…",139,1,0,"en",2709,0,NA,"Free thinker, not afraid to call out bullsh*t when I see it, MAGA!!, Patriot.",FALSE
"4899","New Climate News: 

Threatened sharks making their way into fish and chips sold in Australia, study warns

#climatecrisis #climateaction #esg #carbon #sustainability #netzero #climatescam #globalwarming #climatechange
https://t.co/q2T6gvZbDS",241,1,0,"en",99,549,"https://t.co/CmIFtEPgoe","A climate impact organization.",FALSE
"4900","RT @abelsteve: Meanwhile @Fonterra says, “Why should we pay for our climate pollution?” And @NZNationalParty’s @chrisluxonmp says, “Bring b…",140,22,0,"en",5075,4074,"https://t.co/jefOIy6SIC","Head of communications at Greenpeace Aotearoa - @GreenpeaceNZ

Tweets are my personal views.
nick.young@greenpeace.org | 021-707-727",TRUE
"4901","Low underground water levels cause concern in #Switzerland

#ClimateChange #ClimateCrisis #ClimateEmergency #ClimateStrike #ClimateJustice #ClimateAction #Valais #Tacino #Water #Environment https://t.co/KgUafZ94z3",213,1,0,"en",531,663,NA,"Environmentalist; works @UNEP; 
tweets on #Environment, #ClimateChange & #Afghanistan; 
Tweets = Personal; Retweets = not endorsement;",FALSE
"4902","RT @HumanExploring: ""It's time to release large parts of the #planet from our devastating impacts, reverse its dysbiosis, restore its livin…",140,74,0,"en",463,1646,NA,"",FALSE
"4903","We have a responsibility to act on climate change, not just for our own sake, but for the sake of our planet and all the life that calls it home. Let's come together and take action to protect our planet and ensure a sustainable future for all. 

#ClimateChange #Sustainability",277,0,1,"en",156,0,NA,"A first-of-its-kind long-term multimedia initiative by Sambad Digital to create awareness on environment, climate change & ecological issues",FALSE
"4904","RT @Amref_Worldwide: On 5th MAR - Kigali car-free day, together with the govt of Rwanda, we have organised the #AmrefWoggingMarathon in rea…",140,13,0,"en",119,252,NA,"Where God guides, He provides👍. 
No matter how things look, God is still in control. 
Stay in peace and be hopeful. 
Your blessing is coming.🙂",FALSE
"4905","RT @artroomplant: Gaëtan Dorémus #GaëtanDorémus #climatechange #climatestrike #kidlit4climate https://t.co/xohsDNoSTo",117,2,0,"und",235,1520,NA,"56歳:::
ポルノグラフィと芸術",FALSE
"4906","calling for reading ""Recent Topics in Economic Research – Feature Papers for Celebrating the 10th Anniversary of Economies"", edited by Ralf Fendel, Robert Czudaj, and Sajid Anwar.  https://t.co/YB3YBorWQo
#Economics #Inequality #FinancialDevelopment #Labor #ClimateChange https://t.co/fZm4MJR3cQ",271,0,0,"en",298,1629,"https://t.co/14kYED14tO","Economies (ISSN 2227-7099) is an international, open access journal of development #economics and #macroeconomics, published quarterly online by @MDPIOpenAcces.",FALSE
"4907","RT @IndiaToday: China, the US, and India are home to 80% of the top 50 at-risk states from #climatechange. https://t.co/hwBz5H0khU",130,2,0,"en",1175508,117,NA,"No dragging feet on news. Crisp & short news shots served here",TRUE
"4908","China, the US, and India are home to 80% of the top 50 at-risk states from #climatechange. https://t.co/hwBz5H0khU",114,2,2,"en",6251704,114,"https://t.co/saDvonqrdB","Brings you news breaks: Exclusive political, entertainment, sports insight, unbiased-nonaligned. https://t.co/4QkZBcgPH5 | https://t.co/pHGbf52QVE",TRUE
"4909","RT @HumanExploring: ""It's time to release large parts of the #planet from our devastating impacts, reverse its dysbiosis, restore its livin…",140,74,0,"en",4980,5477,NA,"I sang Shang-A-Lang and I ran with the gang.
An unexpected Memorial Device ANT!",FALSE
